TAG,ATTRIBUTE,CONCUR,COUNTER,DENY,ENDORSE,ENTERTAIN,JUSTIFY,MONOGLOSS,PRONOUNCE
prep-punct-nsubj-advcl-punct,1,0,0,0,0,0,0,0,0
mark-nsubj-ccomp-punct-conj,1,0,0,0,0,0,0,0,0
nsubjpass-auxpass-prep-punct-advcl-punct,1,0,0,0,0,0,0,0,0
dep-punct-advcl-dobj-cc-conj,1,0,0,0,0,0,0,0,0
nsubj-ccomp-punct-punct,4,0,0,0,0,0,0,0,0
nsubj-advmod-ccomp-punct,5,0,0,0,1,0,0,0,0
nsubj-aux-neg-ccomp-punct,1,0,0,0,0,1,0,0,0
mark-punct-nsubj-dobj-prep-parataxis-punct,1,0,0,0,0,0,0,0,0
prep-punct-nsubj-aux-ccomp-punct,1,0,0,0,0,1,0,0,0
nsubjpass-auxpass-oprd,1,0,0,0,0,0,0,0,0
advcl-nsubj-ccomp-punct,1,0,0,0,0,0,0,0,0
nsubj-advmod-ccomp-punct-advcl-punct,1,0,0,0,0,0,0,0,0
mark-nsubj-dobj-advmod-prep,1,0,0,0,0,0,0,0,0
det-relcl,1,0,0,0,0,0,0,0,0
nsubjpass-aux-auxpass-advmod-prep-punct,1,0,0,0,0,0,0,0,0
nsubj-dobj-prep-punct-cc-conj,1,0,0,0,0,0,0,0,0
nsubj-dobj-prep-prep-punct-punct,1,0,0,0,0,0,0,0,0
advmod-punct-nsubj-advmod-ccomp-punct,1,0,0,0,0,0,0,0,0
nsubj-ccomp-punct-punct-punct,1,0,0,0,0,0,0,0,0
nsubj-dobj-punct-cc-conj,2,0,0,0,0,0,0,0,0
poss-acl,1,0,0,0,0,0,0,0,0
det-acl,1,0,0,0,0,1,0,0,2
dobj-npadvmod,1,0,0,0,0,0,0,0,0
poss-prep,1,0,0,0,0,0,0,0,0
nsubj-dobj-prep-punct-cc-conj-punct,1,0,0,0,0,0,0,0,0
ccomp,4,0,0,0,2,2,0,0,0
nsubj-advmod-ccomp-punct-punct,1,0,0,0,0,0,0,0,0
punct-nsubj-punct,1,0,0,0,0,0,0,0,0
case,1,0,0,0,0,0,0,0,0
nsubj-advcl-punct-dobj-punct,1,0,0,0,0,0,0,0,0
nsubj-punct-dep-ccomp-punct,1,0,0,0,0,0,0,0,0
nsubj-aux-advmod-prep-advcl-ccomp-punct,1,0,0,0,0,0,0,0,0
nsubj-aux-ccomp,1,0,0,0,0,0,0,0,0
nsubjpass-aux-auxpass-xcomp-punct,1,0,0,0,0,0,0,0,0
nsubjpass-auxpass-ccomp-punct,2,0,0,0,1,0,0,0,0
det,1,0,0,0,0,0,0,0,0
punct-nsubj-dobj-prep-punct-punct,1,0,0,0,0,0,0,0,0
prep-nsubj-aux-advmod-dobj-prep,1,0,0,0,0,0,0,0,0
cc-nsubj-ccomp-punct,1,0,0,0,0,3,0,0,0
dobj-nsubj-aux,1,0,0,0,0,0,0,0,0
nsubj-ccomp-dobj-punct,1,0,0,0,1,0,0,0,0
nsubj-advmod-dobj-ccomp,1,0,0,0,0,0,0,0,0
punct-dep-punct-nsubjpass-auxpass-agent-cc-conj,1,0,0,0,0,0,0,0,0
prep-nsubj-dobj,1,0,0,0,0,0,0,0,0
dative-nsubj-dobj-prep,1,0,0,0,0,0,0,0,0
advmod-punct-nsubj-ccomp-punct-cc-conj,1,0,0,0,0,0,0,0,0
nsubj-ccomp-prep-punct-punct,1,0,0,0,0,0,0,0,0
advmod-punct-nsubj-prep-ccomp-punct,1,0,0,0,0,0,0,0,0
nsubj-aux-ccomp-punct,1,0,0,0,0,3,0,0,0
advcl-nsubj-ccomp,1,0,0,0,0,0,0,0,0
prep-punct-npadvmod,1,0,0,0,0,0,0,0,0
prep-punct-ccomp-punct,1,0,0,0,0,0,0,0,0
prep-nsubj-ccomp-cc-conj,1,0,0,0,0,0,0,0,0
advcl-advmod-nsubjpass-aux-auxpass-xcomp-punct-npadvmod-punct,1,0,0,0,0,0,0,0,0
aux-advmod-ccomp,1,0,0,0,0,0,0,0,0
dobj-prep,1,0,0,0,0,0,0,0,0
nsubj-dobj-xcomp-punct-prep-punct,1,0,0,0,0,0,0,0,0
advmod-nsubj-dobj,1,0,0,0,0,0,0,0,0
ccomp-punct-punct-prep-punct-nsubj-punct-ccomp-punct-cc-conj-punct-punct,1,0,0,0,0,0,0,0,0
nsubj-advmod-dobj-prep-punct-advcl-punct,1,0,0,0,0,0,0,0,0
poss,1,0,0,0,0,0,0,0,0
mark-nsubj-punct-prep,1,0,0,0,0,0,0,0,0
nsubjpass-auxpass-advmod-prep-advcl-punct-cc-conj,1,0,0,0,0,0,0,0,0
nsubj-ccomp-cc-conj-punct,0,0,0,0,1,0,0,0,0
nsubjpass-aux-auxpass-agent-punct,0,0,0,0,1,0,0,0,0
mark-nsubjpass-aux-auxpass-xcomp,0,0,0,0,1,0,0,0,0
nsubjpass-auxpass-agent,0,0,0,0,1,0,0,0,0
nsubjpass-aux-auxpass-prep-parataxis-punct,0,0,0,0,1,0,0,0,0
advmod-punct-ccomp-punct-nsubjpass-auxpass-advmod-agent-parataxis-punct,0,0,0,0,1,0,0,0,0
prep-punct-nsubj-ccomp-punct-cc-conj,0,0,0,0,1,0,0,0,0
prep-punct-nsubjpass-auxpass-ccomp-punct,0,0,0,0,1,0,0,0,0
mark-nsubj-aux-dobj,0,0,0,0,1,0,0,0,0
nsubjpass-auxpass-xcomp,0,0,0,0,1,0,0,0,0
auxpass-advmod-prep-prep-punct-npadvmod-punct,0,0,0,0,1,0,0,0,0
advcl-punct-nsubjpass-auxpass-neg-xcomp-punct,0,0,0,0,1,0,0,0,0
nsubj-advmod-dobj-punct-advcl-punct,0,0,0,0,1,0,0,0,0
ccomp-punct-advmod-punct-csubj-dobj-punct,0,0,0,0,1,0,0,0,0
nsubj-dobj-punct-dobj-punct,0,0,0,0,1,0,0,0,0
cc-advmod-nsubjpass-aux-auxpass-ccomp-punct-dep-punct-dep-punct,0,0,0,0,1,0,0,0,0
det-punct-acl,0,0,0,0,0,0,0,0,1
advmod-xcomp,0,0,0,0,0,2,0,0,0
cc-advmod-nsubj-xcomp-punct-punct,0,0,0,0,0,1,0,0,0
dobj-nsubj-prep,0,0,0,0,0,2,0,0,0
nsubj-aux-neg-ccomp-punct-punct,0,0,0,0,0,1,0,0,0
nsubj-oprd-punct-advcl-punct,0,0,0,0,0,1,0,0,0
nsubj-punct-advmod-punct-xcomp-punct,0,0,0,0,0,1,0,0,0
dep-nsubj-ccomp-punct,0,0,0,0,0,1,0,0,0
mark-nsubj-aux-neg-xcomp,0,0,0,0,0,1,0,0,0
advmod-punct-punct-nsubj-oprd-punct-advcl-punct-punct,0,0,0,0,0,1,0,0,0
dep,0,0,0,0,0,1,0,0,0
advmod-nsubj-prep,0,0,0,0,0,1,0,0,0
nsubj-oprd-punct,0,0,0,0,0,1,0,0,0
advmod-punct-nsubj-aux-xcomp-punct,0,0,0,0,0,1,0,0,0
nsubj-prep-dobj-cc-conj-punct,0,0,0,0,0,1,0,0,0
nsubj-advmod-punct-advcl-punct-ccomp-punct,0,0,0,0,0,1,0,0,0
mark-nsubj-xcomp,0,0,0,0,0,3,0,0,0
cc-nsubj-xcomp-punct,0,0,0,0,0,2,0,0,0
prep-punct-nsubj-aux-neg-prep-punct,0,0,0,0,0,1,0,0,0
ccomp-punct-cc-nsubj-dobj-punct,0,0,0,0,0,1,0,0,0
cc-advmod-punct-nsubj-xcomp-punct,0,0,0,0,0,1,0,0,0
advmod-punct-advcl-punct-nsubj-xcomp-punct,0,0,0,0,0,1,0,0,0
advcl-nsubj-aux-ccomp-punct,0,0,0,0,0,1,0,0,0
preconj-aux-nsubj-xcomp,0,0,0,0,0,1,0,0,0
advcl-nsubj-aux-xcomp,0,0,0,0,0,1,0,0,0
mark-nsubj-aux-xcomp,0,0,0,0,0,1,0,0,0
mark-nsubj-aux-advmod-xcomp-cc-conj,0,0,0,0,0,1,0,0,0
prep-punct-advmod-punct-nsubj-aux-xcomp-advcl-punct-advcl-punct,0,0,0,0,0,1,0,0,0
npadvmod-nsubj-ccomp-punct,0,0,0,0,0,1,0,0,0
advcl-punct-nsubj-xcomp-punct,0,0,0,0,0,2,0,0,0
advmod-punct-nsubj-ccomp-ccomp-punct,0,0,0,0,0,1,0,0,0
advcl-nsubj-dobj,0,0,0,0,0,1,0,0,0
nsubj-dobj-punct-prep-punct,0,0,0,0,0,1,0,0,0
prep-punct-advcl-punct-nsubj-aux-xcomp-punct-advcl-punct,0,0,0,0,0,1,0,0,0
dobj-aux-ccomp,0,0,0,0,0,1,0,0,0
xcomp-ccomp,0,0,0,0,0,1,0,0,0
mark-nsubj,0,0,0,0,0,1,0,0,0
nsubj-advmod-xcomp-punct-npadvmod-punct-punct,0,0,0,0,0,1,0,0,0
nsubj-xcomp-cc-conj-punct,0,0,0,0,0,1,0,0,0
expl-xcomp-punct,0,0,0,0,0,1,0,0,0
prep-nsubjpass-aux-advmod-auxpass-punct,0,0,0,0,0,1,0,0,0
ccomp-punct-dep-nsubj-ccomp-punct,0,0,0,0,0,1,0,0,0
mark-nsubj-advmod,0,0,0,0,0,1,0,0,0
prep-punct-advmod-punct-nsubj-aux-ccomp-punct-advcl-punct,0,0,0,0,0,1,0,0,0
advcl-punct-nsubj-aux-prep-punct,0,0,0,0,0,1,0,0,0
ccomp-punct-nsubjpass-aux-auxpass-ccomp-punct,0,0,0,0,0,1,0,0,0
nsubj-aux-advmod-punct-prep-punct-ccomp-punct,0,0,0,0,0,1,0,0,0
nsubj-xcomp-punct-punct,0,0,0,0,0,1,0,0,0
mark-nsubj-ccomp,0,0,0,0,0,1,0,0,0
prep-punct-nsubj-ccomp-punct,0,0,0,0,0,2,0,0,0
advmod-punct-advcl-punct-ccomp-punct-advmod-advcl-punct-nsubj-ccomp-punct,0,0,0,0,0,1,0,0,0
prep-punct-nsubj-ccomp,0,0,0,0,0,1,0,0,0
advmod-xcomp-prep,0,0,0,0,0,1,0,0,0
mark-nsubj-aux-xcomp-prep,0,0,0,0,0,1,0,0,0
nsubjpass-auxpass-ccomp-punct-cc-conj,0,0,0,0,0,1,0,0,0
mark-nsubj-aux-advmod-xcomp-advcl,0,0,0,0,0,1,0,0,0
